transaction_id,timestamp,amount,transaction_type,merchant,location,is_foreign,is_high_risk_country,opening_balance,closing_balance,account_id,account_type_txn,account_type_acct,account_number,balance,created_at_acct,customer_id,name,email,phone,address,dob,created_at_cust,is_fraud,fraud_reasons,agg_txn_count,agg_avg_amount,agg_std_amount,agg_max_amount,agg_unique_merchants,agg_unique_locations,past_txn_count,past_avg_amount,past_common_merchant,past_common_location
2f10db03-f03b-41d0-994e-4204019d4970,2025-01-05T01:33:35.403122,1311.3,deposit,Shepherd-Austin,Mccoyland,False,False,24682.02,25993.32,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,0.0,,
243bae47-cbb6-4b50-9ba3-f27847431729,2025-01-05T16:11:07.826276,1542.9,payment,Bryant and Sons,Danielchester,False,False,23454.88,24997.78,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,145.69999999999996,Shepherd-Austin,Mccoyland
46698fc1-425e-47ec-ace6-4cc1bc4f8c92,2025-01-14T06:19:31.160763,631.26,payment,"Harris, Aguilar and Davis",Stokesmouth,False,False,22823.62,23454.88,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,317.1333333333333,Shepherd-Austin,Mccoyland
c7531180-7c1d-4cec-a6bd-e74e040ef9e6,2025-01-18T17:01:57.366701,631.8,deposit,Vargas Group,Angelamouth,False,False,26348.21,26980.01,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,387.2733333333333,Shepherd-Austin,Mccoyland
55523a6b-d18b-4032-9234-7a2979038e5a,2025-01-25T11:06:50.606102,1641.8,payment,"Archer, Owens and Mosley",South Elainebury,False,False,22491.41,24133.21,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,457.47333333333336,Shepherd-Austin,Mccoyland
4cee301a-bf4d-49dd-baaf-c90789dd2a17,2025-02-06T00:06:18.553504,1350.43,payment,Trujillo-Gonzales,North Hannah,False,False,24997.78,26348.21,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,639.8955555555556,Shepherd-Austin,Mccoyland
2886b020-61f1-40af-b964-2f49da7cef74,2025-03-08T06:15:39.435249,1297.7,withdrawal,Smith-Rodriguez,New Joanne,False,False,26980.01,25682.31,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,789.9433333333334,Shepherd-Austin,Mccoyland
4c5e5ba9-731e-4278-ac6f-9fbe9b7a514f,2025-03-19T01:09:59.430141,1000.29,withdrawal,Baker-Garza,Jensenstad,False,False,25682.31,24682.02,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,934.132222222222,Shepherd-Austin,Mccoyland
a3007dd8-6ee1-439d-9595-e1834d0015f6,2025-03-20T17:21:14.066392,1853.34,purchase,"Singh, Gaines and Smith",Juanstad,False,False,24344.75,22491.41,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,1045.2755555555557,Shepherd-Austin,Mccoyland
66ebb17a-9c0a-4129-8aac-9e6dc305c8e6,2025-03-31T08:54:54.769177,1648.57,purchase,Moody and Sons,Williamsport,False,False,25993.32,24344.75,0232bc3e-fea9-4777-b6e7-925f2e278780,checking,checking,KVVZ62729806990162,22823.62,2024-07-28T21:02:23.936034,4157b158-1717-40c8-9ff0-a0a151172def,Valerie Gray,maria95@example.net,610.934.1316,"55341 Amanda Gardens Apt. 764, Lake Mark, WI 07832",1954-11-06,2020-03-02T20:58:32.377405,False,,10,1290.939,420.1718576818036,1853.34,10,10,9,1251.2022222222222,Shepherd-Austin,Mccoyland
b4a016a1-1e69-4376-aa86-1cd09c4112cd,2025-01-13T04:18:19.060889,600.22,payment,Fernandez Inc,Finleyfort,True,False,74081.72,74681.94,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,0.0,,
430d9090-f276-4da2-b5ce-5f917dab2564,2025-01-13T04:18:49.119394,600.22,payment,Fernandez Inc,Finleyfort,True,False,74081.72,74681.94,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,31.590526315789475,Fernandez Inc,Finleyfort
de7ba3dd-aaf5-4c0d-8bcf-6ef396367cdb,2025-01-16T13:40:45.302501,1691.38,deposit,Peterson Group,East Zoe,False,False,70524.14,72215.52,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,63.18105263157895,Fernandez Inc,Finleyfort
887c972b-886d-4e47-b59d-ab1798c58a4c,2025-01-16T13:41:23.883849,1691.38,deposit,Peterson Group,East Zoe,False,False,70524.14,72215.52,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,152.201052631579,Fernandez Inc,Finleyfort
dd60e95f-e174-4856-a66b-98db05de55f4,2025-01-28T16:46:51.059147,1011.58,purchase,"Stephens, Patel and Morrow",South Michael,False,False,74141.49,73129.91,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,241.221052631579,Fernandez Inc,Finleyfort
5639c974-4183-4ac1-bb88-5bf3844ebe61,2025-01-28T16:47:59.695930,1011.58,purchase,"Stephens, Patel and Morrow",South Michael,False,False,74141.49,73129.91,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,294.4621052631579,Fernandez Inc,Finleyfort
c5e640f5-9280-47a7-b374-3ee69f6fdf5b,2025-01-29T15:55:54.628911,266.1,deposit,Barrera-Martin,South Josephmouth,False,False,70232.79,70498.89,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,347.7031578947369,Fernandez Inc,Finleyfort
1302044d-c300-4380-832b-73886157dfcd,2025-01-29T15:57:05.655969,266.1,deposit,Barrera-Martin,South Josephmouth,False,False,70232.79,70498.89,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,361.7084210526317,Fernandez Inc,Finleyfort
9402d7b3-62eb-49fa-b105-7aa52cad24c0,2025-02-13T03:11:23.404362,1925.97,deposit,Chen PLC,Lake Douglas,False,False,72215.52,74141.49,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,375.7136842105263,Fernandez Inc,Finleyfort
f54103d3-44a3-4ffb-b3dc-4a75275e6bf0,2025-02-13T03:13:10.284847,1925.97,deposit,Chen PLC,Lake Douglas,False,False,72215.52,74141.49,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,477.0805263157895,Fernandez Inc,Finleyfort
2b4a23a6-e0d1-4a51-af98-9a527265b8e7,2025-02-16T19:58:44.508198,951.81,payment,Taylor PLC,East Danielmouth,False,False,73129.91,74081.72,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,578.4473684210526,Fernandez Inc,Finleyfort
d912a726-96e7-42a7-a9df-5f784a0f9638,2025-02-16T20:00:40.555921,951.81,payment,Taylor PLC,East Danielmouth,False,False,73129.91,74081.72,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,628.5426315789473,Fernandez Inc,Finleyfort
c183bdce-0cb3-4c62-aa95-3755f0fb9ed6,2025-03-13T12:40:05.954428,1739.48,deposit,Hernandez LLC,Huberburgh,True,False,74681.94,76421.42,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,678.6378947368421,Fernandez Inc,Finleyfort
c5e95b9b-c2d9-4552-84db-e7b49c1a1310,2025-03-13T12:43:02.483846,1739.48,deposit,Hernandez LLC,Huberburgh,True,False,74681.94,76421.42,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,770.1894736842105,Fernandez Inc,Finleyfort
abf5a1bf-8b78-437d-8a94-fdbbe6b85072,2025-03-19T15:27:01.907187,25.25,payment,Weeks PLC,Port Chad,False,False,70498.89,70524.14,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,861.7410526315789,Fernandez Inc,Finleyfort
076dc60b-1298-45c9-992d-b934def53fab,2025-03-19T15:30:14.303294,25.25,payment,Weeks PLC,Port Chad,False,False,70498.89,70524.14,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,863.0699999999999,Fernandez Inc,Finleyfort
2163235d-3021-49bf-98dc-ff2a21b146fd,2025-03-22T12:00:13.138228,1183.24,payment,Mitchell-Goodwin,North Kenneth,False,False,76421.42,77604.66,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,864.398947368421,Fernandez Inc,Finleyfort
16123271-79ef-4a07-9689-04cd7863d81c,2025-03-22T12:03:31.811133,1183.24,payment,Mitchell-Goodwin,North Kenneth,False,False,76421.42,77604.66,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,926.6747368421052,Fernandez Inc,Finleyfort
ebe1b56c-fa3b-476d-86d5-90b1322f2b13,2025-04-01T05:16:03.816507,198.38,purchase,"Ellis, Baker and Wright",Juliechester,False,False,70431.17,70232.79,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,988.9505263157896,Fernandez Inc,Finleyfort
532b7656-49ff-4022-84a0-7666f97bcd41,2025-04-01T05:19:47.374405,198.38,purchase,"Ellis, Baker and Wright",Juliechester,False,False,70431.17,70232.79,02923b5d-9d04-4d4c-a279-1b85ca0c6800,credit,credit,YSMP05466889373467,70431.17,2020-02-25T22:18:25.005060,c9e8c00a-59e4-4513-a154-638353b7def6,Allison Hill,donaldgarcia@example.net,+1-219-560-0133,"79402 Peterson Drives Apt. 511, Davisstad, PA 35172",1994-02-26,2023-11-07T03:48:28.191040,False,,20,959.341,664.3496692088396,1925.97,10,10,19,999.3915789473684,Fernandez Inc,Finleyfort
6124fe18-f291-4366-92b3-c6a1bd6fe133,2025-01-01T01:38:56.345170,765.15,payment,Brown PLC,North Alisha,False,False,12759.89,13525.04,03414057-9fb6-4862-9e3a-ecf7005fd2f9,checking,checking,ZVQJ70076617711592,14823.4,2020-05-06T14:29:51.779281,6296468f-a7e6-45c6-940e-f7bb89014615,Nicholas Cabrera,davidalvarez@example.net,(848)796-3834,"33150 Brianna Avenue Apt. 031, Port Markhaven, IA 37001",1984-10-06,2021-02-16T22:43:02.494303,False,,19,900.015263157895,589.2702898724114,1702.86,19,19,18,0.0,,
8d3d1f89-a030-4b46-999e-e590ea9e642d,2025-01-14T23:22:52.854865,92.58,purchase,Mclean Group,Larrystad,False,False,7137.29,7044.71,03414057-9fb6-4862-9e3a-ecf7005fd2f9,checking,checking,ZVQJ70076617711592,14823.4,2020-05-06T14:29:51.779281,6296468f-a7e6-45c6-940e-f7bb89014615,Nicholas Cabrera,davidalvarez@example.net,(848)796-3834,"33150 Brianna Avenue Apt. 031, Port Markhaven, IA 37001",1984-10-06,2021-02-16T22:43:02.494303,False,,19,900.015263157895,589.2702898724114,1702.86,19,19,18,42.50833333333333,Brown PLC,North Alisha
